p.adj,p.val,log2FC,significant,Protein Ids,Majority Protein Ids,gene names,Peptides
1,0.587375318,0.328605418,n.s.,F1N3P2;A1L548,F1N3P2;A1L548,USP5,13
1,0.642434389,-0.001137721,n.s.,F1N3V0;A0A3Q1MWC7;B8Y898;B8YB77,F1N3V0;A0A3Q1MWC7;B8Y898;B8YB77,ME1,24
0.449901431,0.036927189,0.747585678,n.s.,F1N5H8;A0A3Q1LL06,F1N5H8;A0A3Q1LL06,DDX31,18
0.849832942,0.245777542,0.635264839,n.s.,F1N632;A6QPY0;Q9TS10,F1N632;A6QPY0;Q9TS10,DDOST,6
1,0.957341476,0.055375371,n.s.,F1N6V9;Q58D35;Q148K8;P08165,F1N6V9;Q58D35;Q148K8;P08165,FDXR,14
1,1,-0.213925608,n.s.,F1N719;Q0V8L5;Q0V8M3,F1N719;Q0V8L5;Q0V8M3,PPP5C,6
0.387071781,0.018496876,-0.67161844,n.s.,F1N7H7;Q0III3;A0A3Q1MY28;A0A3Q1MT80;A0JNN4;Q29RQ3;A0A3Q1LW29,F1N7H7;Q0III3;A0A3Q1MY28;A0A3Q1MT80,DYNC1I2,9
1,0.752032269,-0.134674677,n.s.,F1N7I5,F1N7I5,NUMA1,17
0.996624643,0.455735443,0.453683588,n.s.,F2Z4I6;Q2QJG7,F2Z4I6,H2AC21,13
1,0.962488683,0.279350186,n.s.,F2Z4J1,F2Z4J1,H2AC6,19
0.828130086,0.222685834,0.17806301,n.s.,F6QH94;A6QNL5;A0A3Q1MRD2;Q0V8C4,F6QH94;A6QNL5;A0A3Q1MRD2,PDIA6,30
0.751395245,0.177158228,0.817372394,n.s.,F6QQ60,F6QQ60,TPM4,19
1,0.629073709,0.379000826,n.s.,F6RP72;F2Z4K0;Q32KN8,F6RP72;F2Z4K0;Q32KN8,TUBA3C,28
1,0.913002185,-0.222289046,n.s.,F6S1Q0;A6H7D3;A1XEB2;A1XEA4;A1XEA5;CON__H-INV:HIT000015463;A1XEB3,F6S1Q0;A6H7D3,KRT18,26
0.810930055,0.215682906,0.443128394,n.s.,G3MWV5,G3MWV5,H1-4,33
0.732526433,0.164345938,-0.53816139,n.s.,G3MXK7,G3MXK7,-,18
0.965517001,0.395476045,0.67999917,n.s.,G3MXV0,G3MXV0,FKBP5,3
0.440070354,0.033219402,-1.309005969,n.s.,G3MYN4;Q2HJH2;A0A3Q1MWA3,G3MYN4;Q2HJH2;A0A3Q1MWA3,RAB1B,9
1,0.632393676,0.351494377,n.s.,G3MYS0,G3MYS0,-,7
0.933345912,0.328844185,0.516839375,n.s.,G3MYV6;F1MZG0,G3MYV6;F1MZG0,NLRP13,30
1,0.886110476,-0.072966546,n.s.,G3MZ71,G3MZ71,KRT2,17
0.547192049,0.076899231,1.430981648,n.s.,G3MZE2;A0A3Q1M0G8;A0A3Q1N0B9;E1B7J7;A0A3Q1LWQ5;A0A3Q1LNA9;A0A3Q1LSY0;Q08E52,G3MZE2;A0A3Q1M0G8,PAK2,9
1,0.720592794,-0.514554894,n.s.,G3MZL8,G3MZL8,-,9
1,0.613428731,0.249876164,n.s.,G3MZZ6;P15246;A0A452DIC6,G3MZZ6;P15246;A0A452DIC6,PCMT1,11
0.959475673,0.366628916,0.298905011,n.s.,G3N0K3;P79103;A2VE06;F1MJH2;G3N267;E1BGR7;A0A3Q1LQD0;Q2XW10,G3N0K3;P79103;A2VE06;F1MJH2;G3N267;E1BGR7,RPS4,12
1,1,-9.08E-05,n.s.,G3N0Q3,G3N0Q3,-,10
0.449901431,0.03845188,0.544507648,n.s.,G3N131,G3N131,H1-1,23
0.909629851,0.301096989,0.535133477,n.s.,G3N1U1,G3N1U1,CENPV,7
0.884796796,0.28073063,0.106839071,n.s.,G3N2C1;B1GVY4,G3N2C1,LOC100301263,45
1,1,-0.107777127,n.s.,G3N2F2;F1MJQ4;Q3SYY3,G3N2F2;F1MJQ4;Q3SYY3,P4HA2,9
1,0.641739109,0.170251842,n.s.,G3N2H8;Q3SYR7;G3MYL1;A0A3Q1ME53;Q9BEH4;Q862F0;F6PWD5;G3N0T8;G3MXR3,G3N2H8;Q3SYR7;G3MYL1;A0A3Q1ME53;Q9BEH4;Q862F0,RPL9,7
0.934966009,0.335516645,-0.64008256,n.s.,G3N2L2;A4IF88,G3N2L2;A4IF88,RCN1,4
1,1,-0.52859281,n.s.,G3N3D4,G3N3D4,KCTD12,4
0.713244175,0.14828189,-0.360739318,n.s.,G3N3W5;A0A3Q1MLV9;A0A3Q1MRD1;A0A3Q1LTM1;A0A3Q1MJD0;A0A3Q1MPU6,G3N3W5;A0A3Q1MLV9;A0A3Q1MRD1;A0A3Q1LTM1;A0A3Q1MJD0;A0A3Q1MPU6,NLRP2,32
1,0.626395726,-0.215068197,n.s.,G3X6N3,G3X6N3,TF,34
0.332104781,0.013873432,0.383433087,n.s.,G3X757;Q3ZBT1;A0A3Q1M0U9,G3X757;Q3ZBT1;A0A3Q1M0U9,VCP,62
0.953104807,0.360873597,-0.30332195,n.s.,G3X807;P62803;A0A3Q1MEZ8;A0A3Q1LM20;G3N081;E1BBP7;E1B9M9;E1B7N2;A0A3Q1LMV7;G3N2B8;A0A3Q1MH02;A0A3Q1MEY7;A0A3Q1MJQ1;A0A452DJ40;A0A3Q1MFY5;A0A452DJ35;A0A452DJJ1;A0A3Q1NHG3;A0A452DJB2;A0A3Q1N666;E1BLC2;A0A3Q1M8Q4;A5D792;G3MYX0,G3X807;P62803;A0A3Q1MEZ8;A0A3Q1LM20;G3N081;E1BBP7;E1B9M9;E1B7N2;A0A3Q1LMV7;G3N2B8;A0A3Q1MH02;A0A3Q1MEY7;A0A3Q1MJQ1;A0A452DJ40;A0A3Q1MFY5;A0A452DJ35;A0A452DJJ1;A0A3Q1NHG3;A0A452DJB2;A0A3Q1N666;E1BLC2;A0A3Q1M8Q4;A5D792;G3MYX0,H4C9,19
1,0.723455002,0.041168791,n.s.,G5E531;Q32L40,G5E531;Q32L40,TCP1,22
1,0.728344675,-0.054188358,n.s.,G5E5C8;Q2TBL6;Q58DR3,G5E5C8;Q2TBL6,TALDO1,11
1,0.853711463,-0.283371887,n.s.,G5E5R3;O19094;Q32L71,G5E5R3;O19094;Q32L71,CROT,2
0.83470041,0.238485831,0.252927185,n.s.,G5E631;G3MWJ8;C0L633;D3IVZ3;D3IVZ2;A0A3Q1MR08;K0FH98;K0FD10;Q5W5U4;F1MYC6,G5E631;G3MWJ8;C0L633;D3IVZ3;D3IVZ2,DDX3X,22
1,1,0.062328544,n.s.,G5E6Q2,G5E6Q2,ZNF358,5
1,0.662606985,0.219339682,n.s.,G8JKV5,G8JKV5,RPL14,8
0.993498979,0.441412925,0.352991329,n.s.,G8JKV7;A0A3Q1M7Y8;A0A5C0NSK4,G8JKV7;A0A3Q1M7Y8,PLOD1,13
1,0.533302583,0.173783393,n.s.,I6XXP7;P20959;Q7YRW2,I6XXP7;P20959;Q7YRW2,IgFBp3,4
1,0.689373782,-0.167178297,n.s.,L7R5X3;A5D989;A0A3Q1M9K4;A0A452DIM3;L7R4Y6,L7R5X3;A5D989;A0A3Q1M9K4;A0A452DIM3;L7R4Y6,eef1d,21
1,1,0.179804228,n.s.,M5FJZ9;Q2TBI4;A0A3Q1MT00,M5FJZ9;Q2TBI4;A0A3Q1MT00,TRAP1,16
0.440070354,0.033439449,0.562623671,n.s.,O02675;A0A3Q1MQ68;A0A3Q1MFI5;A0A3Q1LXY5;E1BER6;A7MBI5,O02675;A0A3Q1MQ68;A0A3Q1MFI5,DPYSL2,29
1,0.880551194,-0.116719124,n.s.,O02751;F1MS40,O02751;F1MS40,CFDP2,10
1,0.699208235,0.136253222,n.s.,O18789;M5FJW2;A0A452DIA7;A0A3Q1MAT9;A0A3Q1NLL5;A0A3Q1M656;A0A3Q1LT23;Q862M9;Q862E0;A0A3Q1MBL4,O18789;M5FJW2;A0A452DIA7;A0A3Q1MAT9;A0A3Q1NLL5;A0A3Q1M656,RPS2,11
0.855076182,0.252814631,-0.406637719,n.s.,O46375;A0A3Q1MRM2,O46375;A0A3Q1MRM2,TTR,12
1,0.706933939,0.066330964,n.s.,O46629;A0A3Q1MH46;A5D9E7,O46629;A0A3Q1MH46;A5D9E7,HADHB,20
0.732526433,0.164784646,0.265736773,n.s.,O77834;A0A3Q1LKU1,O77834;A0A3Q1LKU1,PRDX6,20
0.855076182,0.260197398,-0.866631284,n.s.,O97593,O97593,SMC1A,4
1,0.874144021,0.187152055,n.s.,O97764,O97764,CRYZ,4
0.440070354,0.031419686,1.077876289,n.s.,P00129;A0A3Q1LTJ5,P00129,UQCRB,5
1,0.501594885,0.121918306,n.s.,P00423;A0A3Q1M380,P00423;A0A3Q1M380,COX4I1,8
1,0.804095926,0.141162456,n.s.,P00426,P00426,COX5A,12
1,0.971038798,-0.01824542,n.s.,P00428;A0A3Q1MBD7,P00428;A0A3Q1MBD7,COX5B,5
1,0.791844077,0.102690975,n.s.,P00429;A0A3Q1N4F8;A0A3Q1MB49;F1N2E5;E1BAV7,P00429;A0A3Q1N4F8;A0A3Q1MB49;F1N2E5;E1BAV7,COX6B1,9
0.965517001,0.402582212,-0.272998179,n.s.,P00442;F1MNQ4;Q861T4;Q9TS96;A0A411D3F5;A4URH1,P00442;F1MNQ4;Q861T4;Q9TS96,SOD1,8
0.889435122,0.284082066,0.475891378,n.s.,P01096,P01096,ATP5IF1,13
0.780252999,0.191211827,0.550083564,n.s.,P01252,P01252,PTMA,3
0.199913627,0.004875942,0.419697706,n.s.,P02253;A0A452DIF5,P02253;A0A452DIF5,H1-2,33
0.789469036,0.197138029,-0.842256935,n.s.,P02313;G3MY00;A0A3Q1LU18;Q3ZBV4,P02313;G3MY00;A0A3Q1LU18;Q3ZBV4,HMGN2,2
0.867573976,0.270337297,0.864742211,n.s.,P03969;F1N3T9,P03969;F1N3T9,FGF2,2
0.993498979,0.438993675,0.306146313,n.s.,P04038;A0A3Q1LXK7;A0A3Q1M1C3;A0A3Q1N0B5,P04038;A0A3Q1LXK7;A0A3Q1M1C3;A0A3Q1N0B5,COX6C,4
1,0.88926415,0.240716458,n.s.,P04272,P04272,ANXA2,12
1,0.872471275,-0.130030656,n.s.,P05059;A0A140T879;A0A3Q1NDZ8,P05059;A0A140T879;A0A3Q1NDZ8,CHGA,8
1,0.678133219,-0.551865887,n.s.,P05630,P05630,ATP5F1D,4
0.701358727,0.140932147,-0.60671703,n.s.,P05631,P05631,ATP5F1C,12
1,1,0.641732503,n.s.,P05689;A0A3Q1M2V6,P05689,CTSZ,3
0.78899465,0.1961032,-0.622740065,n.s.,P07688;Q003W4,P07688;Q003W4,CTSB,6
0.996624643,0.459535405,0.850082201,n.s.,P07995,P07995,INHBA,9
1,0.814351856,0.259407498,n.s.,P08814;A6QPM9;F1N7I3;A0A3Q1MEU1,P08814;A6QPM9;F1N7I3;A0A3Q1MEU1,PTMS,4
1,0.601074608,-0.045840032,n.s.,P09867;F1MTY3;A0A3Q1N0D7;A0A3Q1MQM9;M5FMW1;A0A3Q1LR30;A0A3Q1ME36,P09867;F1MTY3;A0A3Q1N0D7,HNRNPA1,26
0.04207633,5.38E-04,0.598358091,n.s.,P0C0S9;A0A3Q1MF62;A0A3Q1MDK7;Q3ZBX9;A0A3Q1N7K2,P0C0S9;A0A3Q1MF62;A0A3Q1MDK7;Q3ZBX9;A0A3Q1N7K2,H2AC16; H2AC7; H2AC14; H2AC10; H2AC17,20
0.965517001,0.390736093,0.491706219,n.s.,P0C0T1;A0A452DKA8,P0C0T1;A0A452DKA8,ITPK1,2
0.868979446,0.273511533,-0.051681831,n.s.,P10096;A0A3Q1M8J9;Q712W6;Q0QES8;Q862P5;Q862K5;O77679;Q4H0Z3;Q865L2;Q862K1;Q2QJG6;Q9XSN4,P10096;A0A3Q1M8J9;Q712W6;Q0QES8,GAPDH,44
1,0.511078547,0.309902673,n.s.,P10103;E1BMK2;A0A3Q1LQE8,P10103;E1BMK2,HMGB1,18
1,0.532254949,-0.409252937,n.s.,P10575;G8JKV3;E1B773,P10575;G8JKV3;E1B773,GLRX,10
1,0.664446382,0.131385789,n.s.,P10790;C0LSL0;Q58DW1;A0A0U1WLT2;Q6VTH7;A0A0A0YT41,P10790;C0LSL0;Q58DW1,FABP3,10
1,0.626793732,-0.546438669,n.s.,P10881,P10881,SSB,3
1,0.565194348,0.531683287,n.s.,P11017,P11017,GNB2,6
1,0.634784855,0.235764389,n.s.,P11019;A0A3Q1NNP6;Q58DR7;Q32LB7,P11019;A0A3Q1NNP6,ATP6V1E1,7
0.936288028,0.340672692,0.172509097,n.s.,P11024,P11024,NNT,17
0.146660492,0.003082606,1.079324756,n.s.,P11116;Q862G9;Q862F2,P11116;Q862G9,LGALS1,7
1,1,-0.011504967,n.s.,P11966;A0A3Q1MTX8,P11966;A0A3Q1MTX8,PDHB,10
1,0.622860362,-0.291505,n.s.,P12234;A6QQ54,P12234,SLC25A3,6
0.440070354,0.033733616,1.032401344,n.s.,P12344;Q862Q8;Q862R2,P12344;Q862Q8;Q862R2,GOT2,9
1,1,0.024466161,n.s.,P12624,P12624,MARCKS,5
1,0.580754192,0.581646793,n.s.,P13214;A1L514;A0A3Q1MHG7,P13214;A1L514;A0A3Q1MHG7,ANXA4,6
0.332104781,0.013619864,1.710834429,n.s.,P13272,P13272,UQCRFS1,4
0.691349759,0.132135243,0.408507212,n.s.,P13620;Q1JP98,P13620;Q1JP98,ATP5PD,14
1,0.880500207,-0.048903086,n.s.,P13696;A0A3Q1LX99,P13696,PEBP1,24
0.449901431,0.038523751,0.714785982,n.s.,P15690,P15690,NDUFS1,9
0.535657104,0.070085964,0.920293388,n.s.,P18203;Q2NKS8;A0A3Q1MRN5;A0A3Q1MNC1;Q3ZCG6,P18203;Q2NKS8,FKBP1A,3
0.649243056,0.116878831,-1.084971548,n.s.,P18246;A0A654IE56,P18246;A0A654IE56,GJA1,9
0.828130086,0.223143066,0.11406452,n.s.,P19120;A0A3Q1LMS5;A0A3Q1M8L6;A8KC76;Q861V2,P19120;A0A3Q1LMS5;A0A3Q1M8L6,HSPA8,65
1,0.506204228,-0.056119921,n.s.,P19483;F1MLB8;A0A3Q1LZQ9,P19483;F1MLB8,ATP5F1A,41
1,0.770066785,-0.202388329,n.s.,P19803;Q58DT6;G3MW01;A0A452DJ82;Q7M2Q9,P19803;Q58DT6;G3MW01;A0A452DJ82;Q7M2Q9,ARHGDIA,7
0.455454771,0.045742342,-0.459507871,n.s.,P19858;A0A3Q1LY19;Q2KJG0;F1MK19;E1BNS9,P19858;A0A3Q1LY19,LDHA,25
1,0.987171243,-0.002471711,n.s.,P20000;A0A3Q1LRC1;P52476;G5E5P4;G3X6U1,P20000,ALDH2,17
0.420997698,0.02542611,0.288276468,n.s.,P20004;A0A3Q1M6K6;Q1P9Q3,P20004;A0A3Q1M6K6;Q1P9Q3,ACO2,38
0.535657104,0.072571625,-0.8046944,n.s.,P20456;A5D9H1,P20456;A5D9H1,IMPA1,9
0.831502161,0.231777606,0.483858385,n.s.,P20821;F1MBI9;E1BBV5;E1BEA7;E1BDC8;A0A3Q1NNL4,P20821;F1MBI9;E1BBV5;E1BEA7;E1BDC8;A0A3Q1NNL4,GCSH,5
0.936288028,0.347953455,-0.311090585,n.s.,P21327,P21327,INPP1,28
0.965517001,0.401492113,0.253891917,n.s.,P21856,P21856,GDI1,15
1,1,0.006332304,n.s.,P22292;A5D954,P22292,SLC25A11,3
0.678999335,0.126178738,0.595416374,n.s.,P23004;A0A3Q1M7H9;A0A3Q1MCJ8,P23004;A0A3Q1M7H9;A0A3Q1MCJ8,UQCRC2,11
1,0.753592464,0.258629737,n.s.,P23709;F1MS25,P23709;F1MS25,NDUFS3,3
1,1,2.813611526,n.s.,P23934;A8YXY4,P23934;A8YXY4,NDUFS6,5
1,0.949644781,0.054872228,n.s.,P26882;P48820,P26882,PPID,8
1,1,-0.152084972,n.s.,P26884,P26884,FKBP3,8
0.622993424,0.103691724,-0.835813186,n.s.,P31408;A0A3Q1LT17;P31407;A6QP02;Q7M3J5,P31408,ATP6V1B2,11
0.555938596,0.07877411,-0.418372047,n.s.,P31976;A0A3Q1LVC7,P31976;A0A3Q1LVC7,EZR,36
0.993498979,0.434619616,0.311853375,n.s.,P32007;A0A3Q1MP50;A0A3Q1LTX1;A0A3Q1ME66,P32007;A0A3Q1MP50;A0A3Q1LTX1,SLC25A6,17
1,0.531174688,0.531186158,n.s.,P35604,P35604,COPZ1,4
0.642535928,0.114091207,-0.527420496,n.s.,P35705,P35705,PRDX3,12
0.584017083,0.088179118,1.287324786,n.s.,P37980,P37980,PPA1,13
1,0.558297714,-0.076150006,n.s.,P38657;A5D7E8,P38657;A5D7E8,PDIA3,72
1,0.683613864,0.107260185,n.s.,P39872;B1H0W8;A0A3Q1LRW8;Q3SZ10;M5FKG6;F1N578;A0A3Q1MRZ1;A0A3Q1MHZ3;A1XEC9;Q862D2,P39872;B1H0W8;A0A3Q1LRW8,RPL3,12
0.965517001,0.388126817,0.374520807,n.s.,P40673;F1MF42,P40673;F1MF42,HMGB2,12
1,0.913212341,-0.066728202,n.s.,P41541,P41541,USO1,12
0.525525679,0.062695486,-0.841157205,n.s.,P41976;E1BHL1,P41976;E1BHL1,SOD2,6
1,0.663722959,0.151358269,n.s.,P42899,P42899,RPLP2,10
1,1,-0.052900708,n.s.,P43896;A0A452DIR5,P43896;A0A452DIR5,TSFM,3
1,0.933087509,0.056622184,n.s.,P45879;A0A3Q1MJQ7;A0A3Q1MS21,P45879;A0A3Q1MJQ7;A0A3Q1MS21,VDAC1,14
0.965517001,0.383982491,-0.151777742,n.s.,P46201;C4PU73,P46201;C4PU73,SERPINA14,29
0.604008974,0.093347513,0.609761787,n.s.,P48427,P48427,TBCA,8
0.732526433,0.158046177,0.062322202,n.s.,P48616;Q862F9;A6QQJ3;O62654;A0A3Q1MVU3;Q28115;A0A3Q1MHT3;Q862F7;CON__H-INV:HIT000292931;Q08DH7;O77788;F1MDZ2;P02548,P48616,VIM,108
1,0.576714144,-0.212343337,n.s.,P48644;E1BDG9,P48644,ALDH1A1,18
0.437827396,0.026951048,-0.444969941,n.s.,P49410,P49410,TUFM,31
0.449901431,0.042333775,-0.326777375,n.s.,P49951;F1MPU0,P49951;F1MPU0,CLTC,50
0.057703011,9.38E-04,0.501420365,n.s.,P52193;A5D7J6,P52193;A5D7J6,CALR,31
1,0.853575869,-0.096845483,n.s.,P53619,P53619,ARCN1,12
0.440070354,0.030571288,0.444531052,n.s.,P53712;A0A452DIS2;A0A140T8D2,P53712;A0A452DIS2;A0A140T8D2,ITGB1,21
0.810930055,0.215348228,0.262446655,n.s.,P55052,P55052,FABP5,18
1,0.974063365,-0.020961997,n.s.,P56658,P56658,ADA,21
0.449901431,0.035284298,0.992982683,n.s.,P60712;Q862P9;Q9TTW4;Q2QJG3,P60712,ACTB,59
1,0.501916708,0.080285496,n.s.,P61157;F1N049;A0A3Q1MXB7;A0A3Q1LNX1;A0A3Q1M6N4;A0A3Q1N7M0;A0A3Q1LPZ0;F1N6J8,P61157;F1N049;A0A3Q1MXB7,ACTR3,13
0.497574367,0.056634481,0.531023613,n.s.,P61257;Q862N4;E1BCF5;G3MYC1,P61257;Q862N4;E1BCF5;G3MYC1,RPL26,11
0.449901431,0.038973426,1.107653465,n.s.,P61283;A0A3Q1ME94,P61283;A0A3Q1ME94,BANF1,6
0.974054875,0.411795557,0.246066897,n.s.,P61284;G3MZG7;Q862L6;F1MDX5;F1N3R2,P61284;G3MZG7;Q862L6,RPL12,6
1,0.911964125,-0.052686373,n.s.,P61356,P61356,RPL27,7
0.296825901,0.009154114,1.212479513,n.s.,P61585;Q1RMJ6,P61585;Q1RMJ6,RHOA,5
0.449901431,0.0400196,0.941685125,n.s.,P61955;A0A3Q1M927;A0A3Q1M9G8;Q17QV3,P61955;A0A3Q1M927;A0A3Q1M9G8;Q17QV3,SUMO2,5
1,0.56912647,-0.348635232,n.s.,P62157;A0A3Q1MR28;A0A452DIM7;A0A452DJ55;A0A3Q1M6C6;A0A3Q1LSI9;Q148C2;G3MZK7,P62157;A0A3Q1MR28;A0A452DIM7;A0A452DJ55;A0A3Q1M6C6;A0A3Q1LSI9,CALM,6
1,0.74474641,-0.005578856,n.s.,P62248,P62248,MYDGF,10
0.701358727,0.141478585,-1.236447945,n.s.,P62276;A0A3Q1M1W8;A0A3Q1LUH9;E1BNY4,P62276;A0A3Q1M1W8;A0A3Q1LUH9;E1BNY4,RPS29,6
1,0.760209196,0.110920405,n.s.,P62326;C1K3N7;G8JKY5;A0A3Q1MS48;A0A3Q1MJ46;Q6Y1E1;A0A3Q1LXR1;A0A0A0MPA1,P62326;C1K3N7;G8JKY5;A0A3Q1MS48;A0A3Q1MJ46,TMSB4,7
0.113268129,0.002104867,0.439395874,n.s.,P62808;E1BL10;G3MXT2,P62808,H2BC17; H2BC9; H2BC16; H2BC4; H2BC6; H2BC7; H2BC19,26
1,0.466867119,0.378956197,n.s.,P62866;A0A3Q1MG78;Q56JV7;Q3SZG2,P62866;A0A3Q1MG78;Q56JV7;Q3SZG2,FAU,2
0.584017083,0.087923313,0.322626613,n.s.,P62935;Q861V5;Q864S5;Q9N138;A0A411KUF8;G3X8B1;A0A3Q1M9Y7;A0A3Q1LSB7;A0A3Q1MEG6;A0A3Q1M6L4;G3MZS9;A4FV72,P62935;Q861V5;Q864S5;Q9N138,PPIA,26
1,0.508953923,0.054126411,n.s.,P62958;A0A3Q1MQJ9;A0A452DIE9;A1XEA3;A1XEC4;A1XEC3;A0A3Q1NC15,P62958;A0A3Q1MQJ9;A0A452DIE9;A1XEA3,HINT1,16
1,0.827219673,-0.168295155,n.s.,P62992;A0A3Q1MYD8,P62992;A0A3Q1MYD8,RPS27A,18
0.772534356,0.188423014,-0.27391001,n.s.,P63103;E1BDS9;A0A4D6DKI8,P63103,YWHAZ,24
0.440070354,0.032790082,-0.347893554,n.s.,P63258,P63258,ACTG1,59
0.993498979,0.426241596,-0.794003049,n.s.,P67808;A0A3Q1MU45;V9GZA0,P67808;A0A3Q1MU45,YBX1,9
1,0.687658345,0.204565401,n.s.,P68002;A0A3Q1MAH7,P68002;A0A3Q1MAH7,VDAC2,16
1,0.541039502,-0.331420341,n.s.,P68103;O18787;E1B9F6;Q32PH8;Q862J5;Q862R6;E1BED8;A0A3Q1LJW9;Q862G2;Q862F6;A0A3Q1MPB9;Q862C3;A0A3Q1MQC0;A0A3Q1LP48;A0A3Q1LVN9,P68103;O18787;E1B9F6,EEF1A1,34
1,0.704176107,-0.208963044,n.s.,P68210;A0A140T869;A0A3Q1NE41;Q28055,P68210;A0A140T869,ENSA,6
1,0.764425591,-0.069608188,n.s.,P68250;A0A140T894,P68250;A0A140T894,YWHAB,17
0.387071781,0.020599794,1.38437505,n.s.,P68301;Q2KIX0,P68301;Q2KIX0,MT2A,7
1,0.822628058,0.077478567,n.s.,P68509,P68509,YWHAH,12
1,0.666926792,0.038538357,n.s.,P79134;A0A3Q1M318;A0A3Q1N703;Q9TSA3;Q7M2V0,P79134;A0A3Q1M318;A0A3Q1N703,ANXA6,18
0.810930055,0.212259542,0.344563375,n.s.,P79251;Q2NKS1;Q0VCV6,P79251,ATP6V1G1,8
0.454890451,0.044379556,1.188802496,n.s.,P79345,P79345,NPC2,2
0.466136283,0.049266436,0.751923132,n.s.,P80177;A0A0F7RPX0;A0A3Q1MT60;Q6PVY3,P80177;A0A0F7RPX0;A0A3Q1MT60;Q6PVY3,MIF,8
0.642535928,0.110118899,1.30664418,n.s.,P80311;Q862P3;Q862J7;Q08E11,P80311,PPIB,17
0.387071781,0.019091085,0.663057981,n.s.,P80513,P80513,MANF,25
1,0.653126706,-0.029069658,n.s.,P80724,P80724,BASP1,10
1,1,-0.129077496,n.s.,P81287;F6QVC9;A1L5B6;A0A3Q1MU33,P81287;F6QVC9;A1L5B6;A0A3Q1MU33,ANXA5,8
1,0.957502862,0.16511835,n.s.,P81623,P81623,ERP29,8
1,1,-0.039587449,n.s.,P81947;A0A452DIK7;A0A452DIH7;P81948;A0A3Q1M1Z2;A0A3Q1LUJ2,P81947;A0A452DIK7;A0A452DIH7;P81948;A0A3Q1M1Z2;A0A3Q1LUJ2,TUBA1B,36
0.855076182,0.259657905,-0.300062832,n.s.,P82908,P82908,MRPS36,9
0.440070354,0.027913312,0.324266423,n.s.,P84227;E1BGN3;A0A3Q1M588;A0A3Q1LMR9;G3N2P2;Q3SZB8,P84227;E1BGN3;A0A3Q1M588;A0A3Q1LMR9;G3N2P2,H3C13; H3C14,22
1,0.628719046,-0.14934893,n.s.,Q02399;A6QR30;G5E518;A0A3Q1LPF6;E1BB50;A0A3Q1MD82;A0A3Q1LN49;F1MN42;A3KMY7;Q32KY4;A0A3Q1M0U2;A0A3Q1LYF6;A0A3Q1NA94;A0A3Q1LLH8;Q5EAB2;E1BC36;E1BB52,Q02399,CDK5,19
1,0.7099929,0.377656764,n.s.,Q02827,Q02827,NDUFC2,2
1,0.924130759,0.259744618,n.s.,Q03763;F1MIW8,Q03763;F1MIW8,DSG1,4
1,0.685158765,-0.303232758,n.s.,Q05204,Q05204,LAMP1,5
1,1,0.082494001,n.s.,Q05588;A0A3Q1LZR0;Q9TVA9,Q05588;A0A3Q1LZR0;Q9TVA9,PLAUR,7
1,1,-0.054937457,n.s.,Q05927;A0A3Q1MCG3,Q05927;A0A3Q1MCG3,NT5E,6
0.965517001,0.376436236,-0.576772564,n.s.,Q05B45,Q05B45,TMEM120A,3
1,0.884651153,-0.233261976,n.s.,Q05B60,Q05B60,NUDT14,2
0.387071781,0.020282895,-0.682645077,n.s.,Q07130,Q07130,UGP2,14
0.965517001,0.388900544,0.097037451,n.s.,Q08DA1;A0A3Q1MFY4;F1MI32;A0A3Q1LUJ8;A0A3Q1MDM5;A0A3Q1N346;F1MR06;Q8HYW7;E1B8N5;F1N1K4;A0A3Q1M1C8;F1MXW4;Q8HYW6,Q08DA1;A0A3Q1MFY4;F1MI32;A0A3Q1LUJ8;A0A3Q1MDM5,ATP1A1,51
0.937017375,0.353694131,-0.128793049,n.s.,Q08DC0;Q8HZY1;Q9N1C4,Q08DC0;Q8HZY1;Q9N1C4,SERPINE2,15
0.929920964,0.322044324,0.37922781,n.s.,Q08DU9,Q08DU9,HP1BP3,15
0.828130086,0.223137283,-0.568167052,n.s.,Q08E20;A0A3Q1MAU7,Q08E20;A0A3Q1MAU7,ESD,11
0.995731649,0.448056606,0.322862891,n.s.,Q08E32;Q2HJ35,Q08E32,CHMP4B,9
1,0.967879506,-0.114745506,n.s.,Q08E34,Q08E34,TOMM70,13
1,0.526074739,0.499474036,n.s.,Q08E38;A0A3Q1MKU5,Q08E38;A0A3Q1MKU5,PRPF19,10
0.909629851,0.29495705,0.476602589,n.s.,Q09430,Q09430,PFN2,4
0.666856853,0.120824238,0.410128928,n.s.,Q0IIJ2,Q0IIJ2,H1-0,11
1,1,-0.203978972,n.s.,Q0IIK5;A7E3W7,Q0IIK5;A7E3W7,DDX1,12
1,0.926332211,-0.138992708,n.s.,Q0IIM3,Q0IIM3,HSPH1,32
0.475941839,0.053619464,-1.102039033,n.s.,Q0P5K3;A5D987;A0A3Q1MW26;A0A3Q1N9B4,Q0P5K3;A5D987;A0A3Q1MW26;A0A3Q1N9B4,UBE2N,4
0.933345912,0.330627762,0.411798974,n.s.,Q0V8E7;F1N4Q6;A0A3Q1M0A7;A0A3Q1LNE5;A0A3Q1MJ64,Q0V8E7;F1N4Q6;A0A3Q1M0A7;A0A3Q1LNE5;A0A3Q1MJ64,STRA6,9
0.29748737,0.0100199,1.424616277,n.s.,Q0VC36;A0A3Q1LR49,Q0VC36,SFN,8
