p.adj,p.val,log2FC,significant,Protein Ids,Majority Protein Ids,gene names,Peptides
0.979051198,0.66205081,-0.023087503,n.s.,A0A452DID9;P60661;A0A3Q1MDB1;A1XEA6;A1XEA7,A0A452DID9;P60661;A0A3Q1MDB1,MYL6,12
0.59781301,0.168874926,-0.203940163,n.s.,A0A452DII8;P00829;Q0QEM9,A0A452DII8;P00829;Q0QEM9,ATP5F1B,42
0.427549656,0.067157126,0.612355006,n.s.,A0A452DIL5;Q32LE9;J7HCG2,A0A452DIL5;Q32LE9,CSRP2,7
0.989702733,0.690374636,-0.091100672,n.s.,A0A452DIW4;Q3T145,A0A452DIW4;Q3T145,MDH1,17
1,0.771273168,0.045995386,n.s.,A0A452DIZ9;Q27991;A0A3Q1LNB7;F1MM57;Q27990,A0A452DIZ9;Q27991,MYH10,53
0.066881445,0.001274646,-0.639653601,n.s.,A0A452DJ66;Q2HJ86;F2Z4C1;Q2HJB8;Q862L2;Q7M372;Q862I8,A0A452DJ66;Q2HJ86;F2Z4C1,TUBA1D,36
0.948698527,0.585288633,-0.15971791,n.s.,A0A452DJE9;A0A452DKD0;P04973,A0A452DJE9;A0A452DKD0;P04973,CLTA,11
1,0.826413347,-0.047698898,n.s.,A0A452DJG1;P31404,A0A452DJG1;P31404,ATP6V1A,13
1,1,-0.143710681,n.s.,A0A452DJG7;Q3SZI6;A0A3Q1MS82,A0A452DJG7;Q3SZI6;A0A3Q1MS82,RPN2,6
0.936984707,0.518913055,0.091044281,n.s.,A0A452DJM0;Q24JY1;A0A452DJ23;E1BII3;S5G966;E1BED6;A0A5B9NMA4;A0A5B9NIL7;E1B983,A0A452DJM0;Q24JY1;A0A452DJ23;E1BII3;S5G966;E1BED6;A0A5B9NMA4;A0A5B9NIL7;E1B983,RPL23A,7
0.611396065,0.176153351,-0.313353475,n.s.,A0A493UA87;P16116;A0A3Q1M9Q1;A0A3Q1MBL5;Q862S5,A0A493UA87;P16116;A0A3Q1M9Q1,AKR1B1,38
0.928052808,0.498408276,0.192370227,n.s.,A0A498UZ20;E1BPK6,A0A498UZ20;E1BPK6,MYO6,26
0.857237088,0.407475925,-0.750409695,n.s.,A0A8E6GNW9;B1P072;Q8M444;Q7JAT3;Q3L5W1;P68530;Q6QTG8;A0A8E6LR54;A0A8E6LPC5;A0A8E6GNX5;B2KPB9;A0A0N9SLY9;I3PEJ3;A1XEF0;A1XEF2;A1XEE6;A1XEE9,A0A8E6GNW9;B1P072;Q8M444;Q7JAT3;Q3L5W1;P68530;Q6QTG8;A0A8E6LR54;A0A8E6LPC5;A0A8E6GNX5;B2KPB9;A0A0N9SLY9;I3PEJ3,COX2,3
0.989702733,0.6828708,-0.371217437,n.s.,A0JBZ9,A0JBZ9,p97bcnt2,10
0.690268308,0.238233887,0.300897881,n.s.,A0JN43,A0JN43,ESYT1,28
1,0.861775502,0.038570752,n.s.,A0JNQ6;A0A3Q1NCS1,A0JNQ6;A0A3Q1NCS1,OOEP,15
0.948698527,0.562249871,-0.175080372,n.s.,A1A4J1,A1A4J1,PFKL,14
0.554219161,0.146790568,0.679824457,n.s.,A1A4M0,A1A4M0,TIMM13,4
1,1,-0.067655099,n.s.,A1A4Q4;A0A452DJ25,A1A4Q4;A0A452DJ25,TMA7,4
0.449567689,0.090493173,0.245385401,n.s.,A1L555;P26779;F1MXP8;A0A3Q1MI01;A0A140T8C6,A1L555;P26779;F1MXP8;A0A3Q1MI01;A0A140T8C6,PSAP,25
0.43965743,0.08376942,1.04193286,n.s.,A1L5B7;Q2KJD1,A1L5B7;Q2KJD1,SERBP1,6
1,1,0.472476504,n.s.,A2VDN6,A2VDN6,SF3A1,5
0.233107002,0.01530056,0.440522545,n.s.,A2VDN7;Q08DH6,A2VDN7;Q08DH6,HNRNPU,39
0.994134331,0.723404081,0.005165767,n.s.,A2VDZ9;Q861V1;A0A3Q1LIG6,A2VDZ9;Q861V1,VAPB,15
0.750273474,0.281773109,0.620350626,n.s.,A2VE47,A2VE47,ADPGK,9
0.929629536,0.505460005,0.136942974,n.s.,A2VE99;A0A3Q1MUN6;A0A3Q1LZ10;A0A452DIM2;A0A3Q1LMZ8;Q3SZN0;A0A3Q1N7R1;A0A3Q1MG56;A0A3Q1MIY9;Q0VCP4;A0A3Q1MFV9;A0A3Q1MHE0;A0A3Q1LNH8;A0A3Q1LN12,A2VE99;A0A3Q1MUN6;A0A3Q1LZ10;A0A452DIM2,SEPTIN11,8
0.12008106,0.004038007,-0.48195386,n.s.,A3KMV5;A0A3Q1LKR8;O77800;Q9N1X9,A3KMV5;A0A3Q1LKR8,UBA1,40
0.241059421,0.016485005,1.144941874,n.s.,A3KMV6;A0A3Q1NB36;A0A3Q1MI86,A3KMV6;A0A3Q1NB36;A0A3Q1MI86,HNRNPR,10
1,0.930011507,-0.074142622,n.s.,A3KN04;F1MJ36;A6QL95,A3KN04,RPN1,33
1,0.938972851,-0.032391854,n.s.,A3KN12;F1MHP6;Q6PWM2,A3KN12;F1MHP6,ADSL,12
1,1,0.235814112,n.s.,A3KN22;A0A3Q1MF04,A3KN22;A0A3Q1MF04,UBE2M,3
0.948698527,0.570991749,0.431526118,n.s.,A4FUA8;A0A3Q1N894;A0A3Q1LFG8;A0A3Q1M698;A0A3Q1LXG3,A4FUA8;A0A3Q1N894;A0A3Q1LFG8,CAPZA1,11
0.753588298,0.293310773,-0.174967477,n.s.,A4FUD0;A0A3Q1M478,A4FUD0;A0A3Q1M478,MTHFD1,56
0.249295341,0.020579794,1.339565263,n.s.,A4FUI1,A4FUI1,MIX23,6
1,0.822879856,-0.063502786,n.s.,A4FUZ1;A0A3Q1LS06,A4FUZ1;A0A3Q1LS06,GLO1,10
1,0.839051609,0.233520279,n.s.,A4FUZ3;Q5E9D7;A0A3Q1LUA4,A4FUZ3;Q5E9D7;A0A3Q1LUA4,PSMC1,9
0.768554902,0.315936841,0.592804004,n.s.,A4IFC3;A0A3Q1MGV5;G3MYW4;G3MZ94,A4IFC3,PABPC4,14
0.97488318,0.647613524,-0.550518573,n.s.,A4IFT6,A4IFT6,TMED7,2
0.913204911,0.482533837,-0.219103705,n.s.,A5D7D1,A5D7D1,ACTN4,38
0.834478273,0.384496155,0.458864088,n.s.,A5D7D9,A5D7D9,DHX15,3
0.05711653,0.001024512,-0.786916144,n.s.,A5D7M4;A0A3Q1LU70,A5D7M4;A0A3Q1LU70,YBX2,17
0.625488619,0.187578124,0.69652945,n.s.,A5D7N2;A0A3Q1MBN5;A6QQ28;A0A3Q1MQN3;G3N080;G3MXG1;G3N0F3;G3N3L9;G3MZR4;G3N1G0;G3N1R5;G3N0L9;F1MUU9;Q9TR74;E1BPK0,A5D7N2;A0A3Q1MBN5;A6QQ28;A0A3Q1MQN3,HIST2H2BE,24
0.981767397,0.672397019,-0.102603598,n.s.,A5D977,A5D977,RALB,11
0.449567689,0.092576777,0.793985683,n.s.,A5D9H5;A6H6Y0;A0A3Q1M8I4,A5D9H5;A6H6Y0;A0A3Q1M8I4,HNRNPD,17
0.948698527,0.577546596,0.205067115,n.s.,A5PJA6;Q32LL2,A5PJA6;Q32LL2,STOML2,10
1,1,-0.070374309,n.s.,A5PJE0;F1MX44,A5PJE0;F1MX44,GSTA5,8
0.380051708,0.045785917,1.025565743,n.s.,A5PJP2;A0A3Q1MU58,A5PJP2,SAFB,19
0.211574025,0.013249562,0.870290869,n.s.,A5PJY0;F1ME46;A0A3Q1MSA1,A5PJY0;F1ME46;A0A3Q1MSA1,LMAN1,10
0.875414066,0.424875751,-0.490260395,n.s.,A5PJZ1,A5PJZ1,SLC25A24,15
1,1,-0.150352187,n.s.,A5PK45;A0A3Q1N2V9,A5PK45;A0A3Q1N2V9,COLGALT1,16
0.943512628,0.529932541,0.168393741,n.s.,A5PK97;F1N2J5,A5PK97,HAPLN3,12
1,1,0.109159842,n.s.,A5PKI3,A5PKI3,FAM3C,4
0.9457156,0.535718823,-4.09E-04,n.s.,A6H768,A6H768,GALK1,22
0.82276387,0.378056219,0.788376339,n.s.,A6H769;A0A3Q1M657,A6H769;A0A3Q1M657,RPS7,11
0.508941199,0.120959119,0.7881485,n.s.,A6H797,A6H797,MLEC,5
0.630660073,0.197258027,0.589549231,n.s.,A6H7E3;Q5E9E1,A6H7E3;Q5E9E1,PDLIM1,7
1,0.74956327,0.168154428,n.s.,A6H7G2;A0A452DIT4,A6H7G2;A0A452DIT4,DBNL,14
0.202101194,0.010875401,0.207607357,n.s.,A6H7J6;F6Q9Q9;P05307;A0A3Q1LPQ0;G9BHW9,A6H7J6;F6Q9Q9;P05307;A0A3Q1LPQ0,P4HB,57
0.357880287,0.036510209,0.64004234,n.s.,A6QL77,A6QL77,P4HA1,24
0.43965743,0.077966838,0.302474614,n.s.,A6QL93;A0A3Q1MJS7,A6QL93,TACC3,31
0.948336318,0.557094429,0.552505292,n.s.,A6QLI0,A6QLI0,EPDR1,3
0.249295341,0.020959216,0.303656906,n.s.,A6QLL8;A0A3Q1LMG1;Q3T0S5;A5PK73;A0A3Q1MFK7;G3MXL6,A6QLL8;A0A3Q1LMG1,ALDOA,48
0.719111712,0.258783475,0.439923925,n.s.,A6QLV1,A6QLV1,SUN2,20
0.796235765,0.344456555,-0.504434005,n.s.,A6QLV3,A6QLV3,SHOC2,8
0.449567689,0.088639114,1.189403615,n.s.,A6QLX2;F1MM59;Q25BC4,A6QLX2;F1MM59;Q25BC4,FBL,10
0.753588298,0.293793622,0.250032118,n.s.,A6QNW7;CON__ENSEMBL:ENSBTAP00000031360;A0A3Q1MHR7;A0A3Q1NJL4;B6UM02;B6ULW9;A0A3Q1LVH8;A0A3Q1MP59;B6ULX0;B6UM00;A0A3Q1MZY9;A0A3Q1MBP6;A0A3Q1LH54;A0A3Q1MA56;E9QB09;F1N6N9;E3W9A0,A6QNW7,CD5L,15
0.875414066,0.422355776,0.609327101,n.s.,A6QP36,A6QP36,LMAN2,5
0.126621704,0.004529966,1.262861895,n.s.,A6QQL4;G3MZF7,A6QQL4;G3MZF7,UBFD1,11
0.449567689,0.089699103,1.198093786,n.s.,A6QQR5;A0A3Q1LPS9;A0A3Q1M1M5,A6QQR5;A0A3Q1LPS9;A0A3Q1M1M5,TMEM43,14
0.948698527,0.562949443,0.382466765,n.s.,A6QQT4;A0A3Q1M722;A0A3Q1LV44;A0A3Q1LZB8;A0A3Q1LJ52;Q0V8E9;F1N015;Q1JPA0;A0A3Q1LKF2;A0A3Q1M3Q4,A6QQT4;A0A3Q1M722;A0A3Q1LV44;A0A3Q1LZB8;A0A3Q1LJ52,ALDH3A2,8
0.690772556,0.240841104,-0.424196161,n.s.,A6QR35;A0A3Q1M8R7;A0A3Q1NFI0,A6QR35,SCAMP2,3
0.836460101,0.387284778,-0.345395271,n.s.,A6QR46;A0A452DHU1,A6QR46;A0A452DHU1,RAB6B,6
0.43965743,0.082024166,0.336186794,n.s.,A7E307;F6R9E0;A7E396,A7E307;F6R9E0,DDX17,29
0.43965743,0.08124764,-0.446230636,n.s.,A7E3Q2;P34933,A7E3Q2;P34933,HSPA2,34
0.959396505,0.605266703,0.37865131,n.s.,A7E3V1;P31039;G3MY67;A0A3Q1MCH3;Q2HJI1;G5E6M7;Q0QF04;Q2QJG4,A7E3V1;P31039;G3MY67;A0A3Q1MCH3;Q2HJI1;G5E6M7;Q0QF04,SDHA,19
1,0.77319312,-0.239240253,n.s.,A7MAZ5,A7MAZ5,H1-3,33
0.600510284,0.170997323,0.49170965,n.s.,A7MB50;Q28205;F6PTQ9;A0A3Q1LIQ9;A0A3Q1M9V2,A7MB50;Q28205;F6PTQ9;A0A3Q1LIQ9;A0A3Q1M9V2,TBCD,9
0.727972727,0.262875778,-0.650204851,n.s.,A7MB62;A0A3Q1LXR9;A0A3Q1M2H2;A0A3Q1M5Y2,A7MB62;A0A3Q1LXR9;A0A3Q1M2H2,ACTR2,11
0.731213047,0.268217318,0.564539753,n.s.,A7MBD4;A0A3Q1MAU9,A7MBD4;A0A3Q1MAU9,FARSA,3
0.05711653,0.001016904,1.448473074,n.s.,A7MBG8,A7MBG8,RUVBL1,10
0.796235765,0.344559423,0.502316852,n.s.,A7MBG9;Q1JPH6;A0A3Q1LN44;G3MXI7,A7MBG9;Q1JPH6;A0A3Q1LN44;G3MXI7,WBSCR1,10
1,0.89701103,-0.175097146,n.s.,A7MBH9;Q95KM8;Q7M3G9,A7MBH9;Q95KM8,GNAI2,6
0.389622672,0.049794826,0.894296351,n.s.,A7MBI6,A7MBI6,GLOD4,7
0.427549656,0.064795417,-0.462404547,n.s.,A7MBJ5;E1BNE2,A7MBJ5,CAND1,32
1,1,-0.076476311,n.s.,A7YW98,A7YW98,RARS1,13
0.901136144,0.450568072,0.175551817,n.s.,A7Z014;A5PJ79;A7E3W4;Q6B855;Q6PT94,A7Z014;A5PJ79;A7E3W4;Q6B855,TKT,31
1,0.813811862,-0.216864051,n.s.,A7Z035;A0A3Q1M4Z2,A7Z035;A0A3Q1M4Z2,CLINT1,4
0.690268308,0.239054778,0.364878684,n.s.,A7Z055,A7Z055,PLAA,24
0.753588298,0.294845646,0.274053746,n.s.,A7Z057;P68252,A7Z057;P68252,YWHAG,21
0.675600666,0.221160756,-0.284215783,n.s.,A7Z066;A0A3Q1LFC5;Q8HYW3,A7Z066;A0A3Q1LFC5,CANX,31
0.38090472,0.046879531,1.435637977,n.s.,B0JYK4;P31322;F6Q9S4,B0JYK4;P31322;F6Q9S4,PRKAR2B,14
0.980133215,0.66697406,0.588030387,n.s.,B0JYM7;Q3SZA5;F1ME02,B0JYM7;Q3SZA5;F1ME02,SMS,15
0.753588298,0.294546573,0.139033937,n.s.,B0JYQ0,B0JYQ0,ALB,154
0.427549656,0.066965612,0.718897821,n.s.,B3IVN4,B3IVN4,PKM,12
0.560946692,0.150298497,0.749983919,n.s.,B6VAP7;Q2KJ93;F1MND1,B6VAP7;Q2KJ93,CDC42,7
0.836460101,0.387202608,0.313094276,n.s.,C1JZ66,C1JZ66,KPNA7,6
0.265869699,0.023844816,0.777299815,n.s.,D3JUI8,D3JUI8,RBMX,20
0.427549656,0.062896037,0.650001534,n.s.,E1B7K5,E1B7K5,CKAP5,17
0.959396505,0.606613934,0.421466894,n.s.,E1B7R4;A7E394,E1B7R4;A7E394,EIF3A,11
1,1,-0.0519516,n.s.,E1B7W1;A0A3Q1NI32,E1B7W1;A0A3Q1NI32,THRAP3,13
1,0.835871641,0.199296103,n.s.,E1B844,E1B844,TIMM44,9
0.55121253,0.145218548,0.858252514,n.s.,E1B8G9,E1B8G9,H2BU1,17
0.202101194,0.010803243,0.574246621,n.s.,E1B8N6;A7YY47;A0A3Q1LNG7,E1B8N6;A7YY47;A0A3Q1LNG7,LMNB1,36
0.728413639,0.265397346,0.607734135,n.s.,E1B9H3;Q0V8K2,E1B9H3,CCAR2,11
1,1,-0.057328726,n.s.,E1B9R5;G3N309;A0A3Q1LZL0,E1B9R5;G3N309;A0A3Q1LZL0,DNAH8,2
0.427549656,0.068224328,0.952846036,n.s.,E1BB17;A0A3Q1MF67;G3MYE8,E1BB17;A0A3Q1MF67,HNRNPH3,10
1,0.849586554,0.012821144,n.s.,E1BBC4;A0A3Q1LJL3;A0A3Q1MGQ5,E1BBC4;A0A3Q1LJL3;A0A3Q1MGQ5,OPA1,62
0.907710658,0.457703188,0.236772897,n.s.,E1BBY7,E1BBY7,HSPA4,28
0.9457156,0.550713608,0.061654263,n.s.,E1BC90,E1BC90,CCNI2,20
0.576772355,0.158418416,0.964870933,n.s.,E1BCF2,E1BCF2,CRLF3,3
0.427549656,0.060941548,-0.665499105,n.s.,E1BDM8;A0A3Q1LHB1,E1BDM8;A0A3Q1LHB1,DDX6,15
1,0.991361162,0.064234254,n.s.,E1BDX8;A0A3Q1NEU9,E1BDX8;A0A3Q1NEU9,DYNC1H1,76
0.979051198,0.665140164,-0.125690434,n.s.,E1BDZ4;A0A3Q1LRH3,E1BDZ4;A0A3Q1LRH3,NLRP14,24
0.625488619,0.18806752,0.429578126,n.s.,E1BEG2;A0A3Q1LPR0;A0A3Q1MD54;A0A3Q1NDU9;G3N220;A0A3Q1MEY9,E1BEG2;A0A3Q1LPR0,HNRNPA3,25
0.975193609,0.650493495,0.411254102,n.s.,E1BEI2,E1BEI2,SPCS2,4
1,0.831450893,-0.366458112,n.s.,E1BEY9,E1BEY9,LSM14B,9
0.989702733,0.691937642,0.167525745,n.s.,E1BF20;A0A3Q1MIM4;A0A3Q1LU71;A0A3Q1MIG4;A0A3Q1N348;A5D9B4;Q3SZF3,E1BF20;A0A3Q1MIM4;A0A3Q1LU71;A0A3Q1MIG4;A0A3Q1N348,HNRNPH1,17
0.967823646,0.632213678,0.348657541,n.s.,E1BF55,E1BF55,MAP7D2,6
1,0.801744284,0.154348641,n.s.,E1BFV0,E1BFV0,KPNB1,16
0.9457156,0.549601441,0.293329044,n.s.,E1BG99,E1BG99,EIF4ENIF1,15
0.912988056,0.477266379,7.98E-04,n.s.,E1BGD1,E1BGD1,TOMM34,6
1,0.991290087,0.236547574,n.s.,E1BGH0;A0A3Q1NB13,E1BGH0;A0A3Q1NB13,ABCF1,2
0.505022077,0.1194615,-1.412222856,n.s.,E1BH22;A1A4R1;F1MRN2;A0A096LNF2,E1BH22;A1A4R1;F1MRN2;A0A096LNF2,H2AC18,19
0.43965743,0.075990448,0.532582994,n.s.,E1BIB4;Q08E28;F1N7G0,E1BIB4,HNRNPL,20
0.205157948,0.011499885,1.596101994,n.s.,E1BIX5;A0A3Q1MAS6,E1BIX5;A0A3Q1MAS6,NUP153,4
0.979051198,0.662074156,0.26412875,n.s.,E1BJA2,E1BJA2,AIFM1,16
1,0.997017005,-0.012942792,n.s.,E1BJB1;G3X7R7,E1BJB1;G3X7R7,TUBB2A,30
1,0.827094022,-0.284482654,n.s.,E1BKM4,E1BKM4,PDCD6IP,19
1,0.81401186,0.36200558,n.s.,E1BKX3,E1BKX3,MYBBP1A,2
0.690772556,0.240291389,-0.231437035,n.s.,E1BKZ1;A0A4Y5RZ06,E1BKZ1,GSR,22
1,1,-0.783336361,n.s.,E1BL29;A0A3Q1MCD6,E1BL29,BLMH,6
0.537809105,0.139768923,0.125428062,n.s.,E1BL33,E1BL33,NLRP8,48
0.756643236,0.299780885,0.413124544,n.s.,E1BLV6,E1BLV6,VARS1,14
0.948698527,0.580135224,0.180898187,n.s.,E1BME6;A0A3Q1LZ02;F1MIM3,E1BME6;A0A3Q1LZ02,HK2,32
0.796235765,0.343585885,-0.600840287,n.s.,E1BNB4,E1BNB4,PABPC1L,9
0.59781301,0.168888877,0.567982752,n.s.,E1BP91,E1BP91,NPEPPS,12
0.249295341,0.021440629,-0.634177803,n.s.,E1BPE9;A0A3Q1MIJ4;A0A3Q1LRV9,E1BPE9;A0A3Q1MIJ4,KHDC3L,9
0.736894284,0.27427007,0.106550886,n.s.,E3SAZ8;D3U796;F1MTV9;Q3T160;E1BCL3;E2CT01;A0A3Q1LXL7;A0A3Q1LR94,E3SAZ8;D3U796;F1MTV9;Q3T160;E1BCL3,NPM1,25
0.765827466,0.308803449,-0.35959427,n.s.,F1MB84;A0A3Q1NGN7,F1MB84;A0A3Q1NGN7,GRHPR,9
0.625488619,0.186375719,0.291872543,n.s.,F1MBA3;P53710;A0A3Q1NKA4,F1MBA3;P53710;A0A3Q1NKA4,ITGA2,21
0.449567689,0.090347446,-0.637518721,n.s.,F1MBE7,F1MBE7,ACCSL,15
0.699037835,0.246340616,0.379159301,n.s.,F1MBS4,F1MBS4,SLC25A10,5
0.544800706,0.142918571,1.120350162,n.s.,F1MBW3;A0A3Q1LZ55;A7E3D9,F1MBW3;A0A3Q1LZ55;A7E3D9,ACSL4,20
0.907710658,0.471075289,-0.675382217,n.s.,F1MDA6;A4FUX9,F1MDA6;A4FUX9,VPS45,2
0.53225939,0.134058659,0.835895097,n.s.,F1MDH3;A0A3Q1MLQ7;A0A3Q1N5M2;A0A3Q1M5E5;A0A3Q1MU54;F1MQI1,F1MDH3;A0A3Q1MLQ7,TLN1,14
0.162809365,0.007848434,0.490043153,n.s.,F1ME65,F1ME65,CKAP4,53
0.989702733,0.697133029,-0.355443258,n.s.,F1MER7,F1MER7,HSPG2,25
0.243159069,0.017775258,0.371308715,n.s.,F1MF35;E1BEV7;F1N0X6,F1MF35,TLL2,33
0.52862635,0.130378696,0.954947972,n.s.,F1MF76,F1MF76,LOC515570,6
0.9457156,0.550339799,-0.090597204,n.s.,F1MFX7;A6QNQ3;A0A3Q1MD91,F1MFX7;A6QNQ3;A0A3Q1MD91,UHRF2,31
0.899536877,0.448759989,0.298081071,n.s.,F1MHR6;A0A3Q1NE05;A0A3Q1MB99;A0A3Q1N6L6,F1MHR6;A0A3Q1NE05;A0A3Q1MB99;A0A3Q1N6L6,KHSRP,22
0.607320489,0.174298257,0.978076406,n.s.,F1MI47;Q5EA36;Q2HJ77,F1MI47;Q5EA36,RBM14,19
0.516448717,0.123901374,0.434590134,n.s.,F1MJI7,F1MJI7,LMNB2,32
0.808797023,0.36903631,-0.554060674,n.s.,F1MJQ1;A0A3Q1M3K7;A0A3Q1M3F1;A0A3Q1LUM6;Q3T0F5,F1MJQ1;A0A3Q1M3K7;A0A3Q1M3F1;A0A3Q1LUM6;Q3T0F5,RAB7A,7
0.753588298,0.287133659,0.406179853,n.s.,F1MLG1,F1MLG1,SRPRB,3
1,1,-0.327224084,n.s.,F1MLQ1,F1MLQ1,LOC524236,13
1,0.873671263,0.13716591,n.s.,F1MM83;Q2TBQ8,F1MM83;Q2TBQ8,PGLS,8
0.243159069,0.017271583,0.859676812,n.s.,F1MMA0;A0A3Q1LQQ5;Q0V8D5,F1MMA0;A0A3Q1LQQ5;Q0V8D5,ILF3,19
0.211574025,0.013519865,1.428447521,n.s.,F1MMQ6;A0A3Q1MKF2,F1MMQ6;A0A3Q1MKF2,MYO5B,9
1,0.8100319,-0.203551928,n.s.,F1MMU4,F1MMU4,H1-10,9
0.451535274,0.095719043,-1.193662411,n.s.,F1MNF8,F1MNF8,LOC100141266,32
0.427549656,0.068542153,0.738655151,n.s.,F1MNI4,F1MNI4,RAB5B,7
4.66E-04,2.09E-06,-0.365195989,n.s.,F1MNN6;Q3SYU9;A0A3Q1MFD0;A1L549,F1MNN6;Q3SYU9;A0A3Q1MFD0,MVP,156
1,0.779072209,0.451601486,n.s.,F1MNS8,F1MNS8,PDAP1,9
0.070045468,0.001492,-0.516553019,n.s.,F1MP41,F1MP41,ASTL,29
0.365910509,0.038470155,-0.560905416,n.s.,F1MPB2;E1BKJ7;A0A3Q1LYK1;A0A3Q1MM04;E1BFI4,F1MPB2,IGF2BP3,27
0.427549656,0.064739353,1.018953213,n.s.,F1MPP1;Q17R06,F1MPP1;Q17R06,RAB21,4
1,1,-0.201035057,n.s.,F1MQ37;O02717,F1MQ37;O02717,MYH9,43
0.968008204,0.635933641,0.398673907,n.s.,F1MSG8;A0A3Q1M0T0;A0A3Q1M8J2;A0A3Q1MCR3;A0A3Q1M2K6,F1MSG8;A0A3Q1M0T0;A0A3Q1M8J2;A0A3Q1MCR3;A0A3Q1M2K6,RHOBTB3,2
1,1,0.010408202,n.s.,F1MSL9,F1MSL9,UGGT2,5
0.981081858,0.668719473,-0.334566868,n.s.,F1MSQ9;A5D7N8;A0A3Q1MVE5;A0A3Q1LPP7;A0A3Q1MKK7;F1MCA8;P01251;P01250,F1MSQ9;A5D7N8;A0A3Q1MVE5;A0A3Q1LPP7;A0A3Q1MKK7;F1MCA8,TMPO,10
0.211574025,0.012549343,0.356207607,n.s.,F1MT41,F1MT41,PTGFRN,23
0.625488619,0.194238058,1.096104387,n.s.,F1MTN1;J9ZW47;Q8MKD3,F1MTN1;J9ZW47,ITGB3,5
0.243159069,0.017714963,0.792164554,n.s.,F1MU08;A0A3Q1MVZ1;P18493;Q2KIU9,F1MU08;A0A3Q1MVZ1;P18493,PARP1,16
1,0.913077451,0.088244725,n.s.,F1MU12;P05786;CON__Q9H552,F1MU12;P05786,KRT8,37
0.882918836,0.430836005,0.214588913,n.s.,F1MU79;Q9TRY0,F1MU79;Q9TRY0,FKBP4,23
0.97488318,0.646473194,0.143089805,n.s.,F1MUI1;A5PJM9,F1MUI1;A5PJM9,TDRKH,27
1,0.816651833,-0.336832272,n.s.,F1MUP9,F1MUP9,VAT1,6
0.802567854,0.358052837,0.013887462,n.s.,F1MUZ9;P31081;Q3T179;Q7YSF0,F1MUZ9;P31081;Q3T179,HSPD1,80
0.948698527,0.565989195,0.115346345,n.s.,F1MW03,F1MW03,TSTD1,4
0.62918868,0.196092436,-0.441678207,n.s.,F1MWD3;Q3T115;A0A3Q1M719,F1MWD3;Q3T115,CCT5,30
0.989702733,0.69901301,0.244580492,n.s.,F1MWG1,F1MWG1,OGDHL,5
0.768554902,0.31697683,-1.015939937,n.s.,F1MWN1;A5D785,F1MWN1;A5D785,CSE1L,12
0.365910509,0.03897029,0.587287032,n.s.,F1MWR3;Q2KJE4,F1MWR3;Q2KJE4,ETFA,25
0.456711189,0.098539015,0.969309496,n.s.,F1MWY9;A0A3Q1LP28;Q3ZC57,F1MWY9;A0A3Q1LP28;Q3ZC57,ECI2,8
0.963696465,0.612393876,-0.683651775,n.s.,F1MX01,F1MX01,PNLDC1,4
0.93356511,0.514926047,-0.316345452,n.s.,F1MX69;Q3T014;E1B959,F1MX69;Q3T014;E1B959,BPGM,20
0.249295341,0.020145138,0.459459532,n.s.,F1MXI4;A4IF82,F1MXI4;A4IF82,MATR3,24
0.994134331,0.72196394,-0.086780998,n.s.,F1MXX0;A0A3Q1MFE4;A7E3V3;A0A3Q1LYI6;Q2NL19,F1MXX0;A0A3Q1MFE4;A7E3V3;A0A3Q1LYI6;Q2NL19,IMMT,37
0.211574025,0.012859871,1.87494723,n.s.,F1MXY8;P79110;A0A3Q1MTZ5,F1MXY8;P79110;A0A3Q1MTZ5,SLC25A1,5
4.66E-04,1.92E-06,0.590692354,n.s.,F1MY44;A0A3Q1MJD5;A0A3Q1MIF1;A0A3Q1M8F3,F1MY44;A0A3Q1MJD5;A0A3Q1MIF1,HNRNPM,59
0.690268308,0.237625178,0.188290351,n.s.,F1MYG0;Q3ZCF5;A0A6M4P9W5,F1MYG0;Q3ZCF5,OAT,33
0.43965743,0.075679243,0.905381704,n.s.,F1MYG5;Q3SZI2;Q862T1,F1MYG5;Q3SZI2,LMNA,27
1,1,0.325981074,n.s.,F1MZ00;A0A3Q1M6V4;A0A3Q1MM18;Q2KIS8,F1MZ00;A0A3Q1M6V4;A0A3Q1MM18;Q2KIS8,SNRPD3,6
0.05711653,9.20E-04,0.663591884,n.s.,F1MZ85;P81282;A0A3Q1M9P9;F1N6I5;F1MZ83,F1MZ85;P81282;A0A3Q1M9P9;F1N6I5;F1MZ83,VCAN,36
0.392786333,0.050639494,1.090209094,n.s.,F1MZP0;B1PK18;A0A3Q1MPG8,F1MZP0;B1PK18;A0A3Q1MPG8,GBE1,8
0.979051198,0.662565269,0.18065508,n.s.,F1N0E5;Q2T9X2,F1N0E5;Q2T9X2,CCT4,24
0.126621704,0.004664386,0.687038111,n.s.,F1N0J2;F1MAZ3;F1MAZ1;A0A3Q1MYL9;A0A3Q1M9W4;A0A3Q1LJL4;G3N2G7;P36225;A0A3Q1LSK2;A0A3Q1MP69;G3MY44;Q8MJX0;Q8MJX1;Q864S2,F1N0J2;F1MAZ3;F1MAZ1;A0A3Q1MYL9;A0A3Q1M9W4;A0A3Q1LJL4;G3N2G7;P36225;A0A3Q1LSK2;A0A3Q1MP69;G3MY44,MAP4,19
1,1,0.072737871,n.s.,F1N0W1;A0A3Q1LUD9,F1N0W1;A0A3Q1LUD9,DIAPH1,2
